#,ingredient_name,serving_quantity,serving_unit,serving_weight_grams,sugar_mg,iron_mg,calcium_mg,sodium_mg,protein_mg,cholesterol_mg,potassium_mg,lactose_mg,vitamin_C_mg,saturated_fat_mg,trans_fat_mg,dietary_fiber_mg,calories_kcal,alcohol_mg,magnesium_mg,zinc_mg
189,salsa,2,tbsp,36,1443.6,0.1512,10.8,255.96,547.2,0,99,0,0.684,7.6,0,684,10.44,0,5.4,0.0648
190,frozen peas,0.5,cups,80,3520,1.216,19.2,57.6,4120,0,88,0,7.92,39.2,0,3600,62.4,0,17.6,0.536
191,candied ginger,1,recipe,683.2,601620.5,16.7736,100.848,28.464,7471.4,0,1110.24,0,0.5824,2162.4,0,11731.2,2600.7199,0,178.048,3.0885
192,dark chocolate chips,0.25,cups,42,20118,3.3684,23.52,10.08,2049.6,3.36,234.78,693,0,7778,47,2940,229.32,0,61.32,0.8442
193,ritz crackers,1,cracker,3.3,268.6,0.1475,5.082,29.106,238.6,0,3.927,0,0,179.9,34.7,75.9,16.236,0,0.627,0.0201
194,sweet potatos,1,cups,133,5559.4,0.8113,39.9,73.15,2088.1,0,448.21,0,3.192,23.9,0,3990,114.38,0,33.25,0.399
195,peanut butter powder,2,tbsp,11,147,0.1378,39.26,24.78,6980.9,1.28,59.02,0,0,294.2,0.8,500,45.77,0,20.94,0.5775
196,almond extract,1,tsp,4.2,531.3,0.005,0.462,0.378,2.5,0,6.216,0,0,0.4,0,0,12.096,1444.8,0.504,0.0046
197,jaggery,1,tsp unpacked,3,2910.6,0.0213,2.49,0.84,3.6,0,3.99,0,0,0,0,0,11.4,0,0.27,0.0009
198,beef heart,1,oz,28.35,0,1.2219,1.9845,27.783,5023.6,35.154,81.3645,0,0.567,392.1,51,0,31.752,0,5.9535,0.482
199,croissant,1,"croissant, large",67,7544.2,1.3601,24.79,312.89,5494,44.89,79.06,0,0.134,7811.5,0,1742,272.02,0,10.72,0.5025
200,reduced fat sour cream,1,tbsp,12,36,0.0072,16.92,8.4,840,4.2,25.32,0,0.108,1044,0,0,21.72,0,1.32,0.0324
201,ramen noodle soup,1,packets,81,1603.8,3.3291,17.01,1502.55,8237.7,0,146.61,0,0.243,6574.8,52.7,2349,356.4,0,20.25,0.486
202,fingerling potatoes,0.5,cups,85,773.5,0.2635,4.25,3.4,1589.5,0,322.15,0,11.05,22.1,0,1530,73.95,0,18.7,0.255
203,agar agar,2,cups,10,28,0.186,5.4,0.9,54,0,22.6,0,0,0.6,0,50,2.6,0,6.7,0.058
204,cherry jello,0.5,cups,135,18211.5,0.027,4.05,101.25,1647,0,1.35,0,0,0,0,0,83.7,0,1.35,0.0135
205,coconut flakes,1,cups,85,31237.5,1.2835,9.35,242.25,2660.5,0,306.85,0,0,22436.6,1.7,8415,387.6,0,43.35,0.6035
206,oysters,1,medium,50,0,2.555,4,53,4725,25,84,0,4,255,0,0,40.5,0,11,8.31
207,cane vinegar,1,tbsp,14.9,6,0.0045,0.894,0.298,0,0,0.298,0,0,0,0,0,2.682,0,0.149,0.0015
208,wine,1,glasses,147,0,0,0,0,102.9,0,0,0,0,0,0,0,122.01,15435,0,0
209,light soy sauce,1,tbsp,16.49,63.8,0.2329,5.3914,1088.6159,1297.3,0,69.3721,0,0,11.6,0,127.5,8.4469,0,11.7993,0.1392
210,crushed red pepper flakes,1,tsp,1.8,186.1,0.1404,2.664,0.54,216.2,0,36.252,0,1.3752,58.7,0,489.6,5.724,0,2.736,0.0446
211,chicken broth low sodium,1,cups,240,312,0.504,9.6,72,4800,0,206.4,0,0,429.6,0,0,38.4,0,2.4,0.24
212,betty crocker bac os,1.5,tbsp,7,500,0.36,0,115,3000,0,0,0,0,0,0,500,30,0,0,0
213,muffin,1,medium,113,35561.1,1.469,49.72,379.68,5073.7,33.9,136.73,610.2,1.017,3213.7,226,1243,423.75,0,11.3,0.4181
214,ham hock,1,hock,51,0,0.4437,7.65,41.31,13239.6,46.41,175.95,0,0,2350.6,47.4,0,118.32,0,11.22,1.2342
215,roquefort,1,oz,28.35,0,0.1588,187.677,512.8515,6106.6,25.515,25.7985,0,0,5461.1,0,0,104.6115,0,8.505,0.5897
216,low fat cheddar cheese,1,oz,28.35,147.4,0.1191,117.6525,247.4955,6903.2,5.9535,18.711,0,0,1231,0,0,49.0455,0,4.536,0.516
217,decaffeinated coffee,1,servings,179,0,0.0716,7.16,7.16,214.8,0,64.44,0,0,1.8,0,0,3.58,0,7.16,0.0179
218,russet potato,0.5,cups,75,465,0.645,9.75,3.75,1605,0,312.75,0,4.275,19.5,0,975,59.25,0,17.25,0.2175
219,candied pecans,1,servings,71.01,21790.5,1.1841,34.9495,241.5084,4529.6,0,192.9264,2.3,0.5089,2804.2,0,4492.7,393.2014,0,55.4261,2.0632
220,andouille sausage,1,"link (4"" long x 1-1/8"" dia)",68,639.2,0.4012,7.48,562.36,8146.4,41.48,328.44,0,0,6332.8,157.1,0,210.12,0,7.48,0.8908
221,half and half cream,1,tbsp,15,619.5,0.0075,16.05,9.15,469.5,5.25,19.8,619.5,0.135,1054.8,69.6,0,18.45,0,1.5,0.0585
222,french fried onions,2,tbsp,12.6,589.7,0.0895,2.646,87.192,616.1,0,17.892,0,0,430.3,23.1,327.6,44.856,0,2.394,0.0643
223,sour mix,1,floz,30.9,8376.1,0.0195,1.8215,1.6959,54,0,14.5678,0,3.6042,3,0,52.6,34.4617,0,1.1489,0.01
224,stuffed peppers,0.5,pepper,215,3346.3,1.7279,133.3458,233.8256,15590.6,48.1418,393.3403,25.4,55.4579,5292.2,451.9,2221.1,235.5604,0,28.1314,3.2258
225,malibu rum,1.5,floz,41.25,7848.5,0.0271,0.5015,0.8354,0,0,0.5431,0,0,0,0,0,74.9934,6442.7,0.141,0.0157
226,chips ahoy cookies,2,cookies,30,9030,1.08,0,105,1650,2.7,51.3,0,0,3330,90,870,155.1,0,14.1,0.24
227,plantains,1,cups,148,22200,0.888,4.44,5.92,1924,0,738.52,0,27.232,211.6,0,3404,180.56,0,54.76,0.2072
228,raspberry jam,1,tbsp,20,9700,0.098,4,6.4,74,0,15.4,0,1.76,2,0,220,55.6,0,0.8,0.012
229,avocado,1,"fruit, without skin and seed",136,408,0.8296,17.68,10.88,2665.6,0,689.52,0,11.968,2891.4,0,9248,227.12,0,39.44,0.9248
230,sandwich thins,1,roll,45,1669.5,1.3095,73.35,149.4,5994,0,67.5,0,0.045,378,20.7,4995,97.65,0,19.35,0.6075
231,ragu sauce,0.5,cups,132,6481.2,0.9636,34.32,576.84,1834.8,2.64,422.4,0,2.64,287.8,9.2,2376,66,0,23.76,0.264
232,fig,1,"medium (2-1/4"" dia)",50,8130,0.185,17.5,0.5,375,0,116,0,1,30,0,1450,37,0,8.5,0.075
233,dairy milk,1,cups,244,12346.4,0.0488,292.8,114.68,8052,19.52,341.6,12224.4,0.488,3067.1,207.4,0,122,0,26.84,1.1712
234,graham cracker pie crust,1,crust,183,33177.9,4.758,53.07,861.93,9333,0,206.79,0,0,9148.2,0,3477,916.83,0,42.09,2.2875
235,fresh parsley,1,tbsp,3.8,32.3,0.2356,5.244,2.128,112.9,0,21.052,0,5.054,5,0,125.4,1.368,0,1.9,0.0407
236,liquid egg white,3,tbsp,46,326.6,0.0368,3.22,76.36,5014,0,74.98,32.2,0,0,0,0,23.92,0,5.06,0.0138
237,coffee,1,cups,237,0,0.0237,4.74,4.74,284.4,0,116.13,0,0,4.7,0,0,2.37,0,7.11,0.0474
238,cavatappi pasta,1,cups,91,2429.7,3.003,19.11,5.46,11866.4,0,202.93,0,0,252.1,0,2912,337.61,0,48.23,1.2831
239,brownie mix,1,servings,26,0,0.5174,4.94,78.78,1040,0,56.94,0,0.078,654.9,0,0,112.84,0,10.4,0.1664
240,fennel bulb,1,cups,87,3419.1,0.6351,42.63,45.24,1078.8,0,360.18,0,10.44,78.3,0,2697,26.97,0,14.79,0.174
241,cool whip,2,tbsp,8,1844,0.0096,0.48,2,100,0,1.44,0,0,1742.6,0,0,25.44,0,0.16,0.0024
242,bread,1,slices,36.8,2086.6,1.3285,52.992,180.32,3256.8,0,46.368,0,0,256.9,9.9,993.6,97.888,0,8.464,0.2723
243,genoa salami,1,oz,28,336,0.4256,2.8,529.2,6076,22.4,95.2,0,0,3668,0,0,119,0,6.16,1.176
244,jalapeno peppers,1,pepper,14,576.8,0.035,1.68,0.42,127.4,0,34.72,0,16.604,12.9,0,392,4.06,0,2.1,0.0196
245,thyme,1,tsp,0.8,0,0.1396,3.24,0.072,44.5,0,4.872,0,1.2808,3.7,0,112,0.808,0,1.28,0.0145
246,strawberry cream cheese,1,oz,28.26,1718.7,0.1066,22.5272,80.725,1346.6,24.3072,38.7726,709.3,3.1755,4263.9,0,108,80.2656,0,2.6908,0.1203
247,potatoes,1,small,170,1394,1.377,20.4,10.2,3485,0,722.5,0,33.49,42.5,0,3570,130.9,0,39.1,0.51
248,buckwheat groats,1,cups,164,0,4.0508,27.88,18.04,19237.2,0,524.8,0,0,969.2,0,16892,567.44,0,362.44,3.9688
249,buttermilk biscuit,1,"biscuit (2-1/2"" dia)",60,1308,1.74,141,348,4200,1.8,72.6,0,0.12,2594.4,0,900,211.8,0,10.8,0.324
250,chuck,3,oz,85,0,1.802,11.05,68,18487.5,54.4,311.95,0,0,1581,196.4,0,108.8,0,17.85,4.6155
251,heath candy,1,bars,39,23357.1,0.2223,11.7,123.63,1220.7,20.67,59.67,0,0.195,7324.2,0,507,210.99,0,3.9,0.0663
252,apricot jam,1,tbsp,20,8680,0.098,4,8,140,0,15.4,0,1.76,2,0,60,48.4,0,0.8,0.012
253,siracha sauce,1,tsp,6.5,982.2,0.1066,1.17,138.06,125.5,0,20.865,0,1.7485,0,0,143,6.045,0,1.04,0.0156
254,roast,1,oz,28.35,0,0.4735,4.8195,17.577,5451.7,25.7985,82.215,0,0,2056.5,0,0,69.174,0,5.3865,1.2871
255,navy beans,1,cups,182,673.4,4.2952,125.58,0,14978.6,0,707.98,0,1.638,178.4,0,19110,254.8,0,96.46,1.8746
256,milk chocolate,1,bar (1.55 oz),44,22660,1.034,83.16,34.76,3366,10.12,163.68,0,0,8144,0,1496,235.4,0,27.72,1.012
257,rosemary,1,tsp,1.2,0,0.351,15.36,0.6,58.6,0,11.46,0,0.7344,88.5,0,511.2,3.972,0,2.64,0.0388
258,cornbread,1,pieces,65,0,1.625,161.85,427.7,4355,26,95.55,0,0.195,1010.8,0,0,172.9,0,16.25,0.39
259,giblets,3,oz,85,0,5.032,15.3,115.6,15453,283.05,168.3,0,0,1234.2,39.1,0,105.4,0,18.7,2.7455
260,chicken cutlet,1,cutlet,126.68,935.8,1.9606,49.8824,189.2091,30572.7,147.5152,272.8063,0,0,1858,78.2,818.4,270.5902,0,33.7202,1.3378
261,allspice,1,tsp,1.9,0,0.1341,12.559,1.463,115.7,0,19.836,0,0.7448,48.5,0,410.4,4.997,0,2.565,0.0192
262,prawn,1,medium,6,0,0.0126,3.24,33.96,816.6,7.56,6.78,0,0,15.7,1.1,0,4.26,0,1.32,0.0582
263,cooking spray,1,"spray , about 1/3 second",0.3,0,0,0,0.177,0.8,0,0,0,0,15.1,0,0,2.376,0,0,0
264,waffle,1,"waffle, round (7"" dia)",75,0,1.7325,191.25,383.25,5925,51.75,119.25,0,0.3,2149.5,0,0,218.25,0,14.25,0.51
265,unbaked pie crust,1,pie crust (average weight),229,0,2.3358,22.9,936.61,6801.3,0,167.17,0,0,21974.8,0,4122,1019.05,0,18.32,0.458
266,turnip,1,cups,130,4940,0.39,39,87.1,1170,0,248.3,0,27.3,14.3,0,2340,36.4,0,14.3,0.351
267,skor toffee,1,bar 1.4 oz,39,23357.1,0.2223,11.7,123.63,1220.7,20.67,59.67,0,0.195,7324.2,0,507,210.99,0,3.9,0.0663
268,kerrygold butter,1,tbsp,14,0,0,0,65,0,40,0,0,0,7000,0,0,100,0,0,0
269,honey roasted almonds,1,almond,1.01,196.9,0.0281,2.0125,2.3003,157.9,0,5.5092,0,0.0004,34.2,2.2,93.3,5.6432,0,2.0144,0.0235
270,papaya,1,cups,145,11339,0.3625,29,11.6,681.5,0,263.9,0,88.305,117.5,0,2465,62.35,0,30.45,0.116
271,pasta cooked,1,cups,124,694.4,1.5872,8.68,1.24,7192,0,54.56,0,0,218.2,0,2232,195.92,0,22.32,0.6324
272,reduced fat cheddar cheese,1,oz,28.35,147.4,0.1191,117.6525,247.4955,6903.2,5.9535,18.711,0,0,1231,0,0,49.0455,0,4.536,0.516
273,clementine oranges,1,fruit,74,6793.2,0.1036,22.2,0.74,629,0,130.98,0,36.112,0,0,1258,34.78,0,7.4,0.0444
274,pinto beans,1,cups,193,4072.3,9.7851,218.09,23.16,41340.6,0,2688.49,0,12.159,453.6,0,29915,669.71,0,339.68,4.4004
275,self rising cornmeal,1,cups,122,0,7.0272,440.42,1521.34,10101.6,0,311.1,0,0,583.2,0,8174,407.48,0,104.92,2.44
276,mrs dash,0.25,tsp,0.4,21.2,0.1215,3.2143,0.1975,52.1,0,5.0836,0,0.1059,7.7,0,95.2,1.2899,0,0.8961,0.0139
277,chopped ham,0.5,cups,67,0,0.6834,16.08,765.81,11122,38.19,192.29,0,2.68,1967.1,0,871,109.21,0,14.74,0.9045
278,garam masala,1,servings,1.47,23.1,0.4244,9.7694,1.2432,165,0,17.8167,0,0.1115,42.7,0.2,358.7,4.635,0,3.416,0.0537
279,whole wheat flour tortillas,1,servings,41,1000.4,1.0783,100.04,209.92,4001.6,0,107.42,0,0,2000,0,4018,127.1,0,34.85,0.7872
280,amaranth,1,cups,193,3261.7,14.6873,306.87,7.72,26170.8,0,980.44,0,8.106,2815.9,0,12931,716.03,0,478.64,5.5391
281,swiss cheese,1,cups,108,0,0.1404,961.2,201.96,29116.8,100.44,77.76,0,0,19685.2,1066,0,424.44,0,35.64,4.7196
282,mashed potatoes,1,cups,210,2961,0.546,44.1,699.3,4116,2.1,684.6,1491,22.05,1564.5,1085.7,3150,237.3,0,39.9,0.63
283,pomegranate seeds,1,"pomegranate (4"" dia)",282,38549.4,0.846,28.2,8.46,4709.4,0,665.52,0,28.764,338.4,0,11280,234.06,0,33.84,0.987
284,bagel chips,1,oz,28.35,1706.7,1.4317,6.804,66.0555,3498.4,0,39.69,0,0,1937.7,16.2,1162.4,127.8585,0,11.0565,0.2835
285,hamburger patty,3,oz,85,0,2.278,17,67.15,20927,71.4,296.65,0,0,4531.4,522.8,0,197.2,0,18.7,5.27
286,brazil nuts,1,kernel,5,116.5,0.1215,8,0.15,716,0,32.95,0,0.035,806.7,0,375,32.95,0,18.8,0.203
287,potato starch,1,tbsp,12,422.4,0.1656,7.8,6.6,828,0,120.12,0,0.456,10.8,0,708,42.84,0,7.8,0.0648
288,ribeye steak,3,oz,85,0,1.5385,6.8,44.2,16371,57.8,209.1,0,0,6258.6,0,0,193.8,0,17,4.216
289,light ice cream,1,cups,152,33622.4,0.2888,244.72,112.48,7265.6,41.04,316.16,0,1.824,4449,0,456,273.6,0,21.28,1.1096
290,banana bread,1,pieces,96.62,18824,1.3263,23.7299,231.3653,3771.8,51.3341,210.8216,0,3.8007,5200.1,313.2,1698.3,246.8817,0,18.8109,0.3316
291,chicken corn chowder,1,bowls,498.4,17484.1,2.4916,248.4414,585.5279,27917.1,93.3444,885.194,9168.6,18.3215,8617.3,388.1,4505.9,485.1089,0,86.5723,3.3583
292,oyster mushrooms,1,large,148,1642.8,1.9684,4.44,26.64,4898.8,0,621.6,0,0,91.8,0,3404,48.84,0,26.64,1.1396
293,frozen orange juice concentrate,1,cups,262,77761.6,0.8646,99.56,18.34,6288,0,1647.98,0,379.376,154.6,0,2620,387.76,0,91.7,0.4192
294,grapes,10,grapes,49,7585.2,0.1764,4.9,0.98,352.8,0,93.59,0,1.568,26.5,0,441,33.81,0,3.43,0.0343
295,peppermint ice cream,1,cups,138,31280.4,0.3066,170.88,106.26,4872,58.08,284.58,0,0.792,10027.8,0,1278,302.04,0,25.38,1.008
296,chicken cutlets,1,cutlet,126.68,935.8,1.9606,49.8824,189.2091,30572.7,147.5152,272.8063,0,0,1858,78.2,818.4,270.5902,0,33.7202,1.3378
297,buckwheat flour,1,cups,120,3120,4.872,49.2,13.2,15144,0,692.4,0,0,812.4,0,12000,402,0,301.2,3.744
298,dry yeast,1,tsp,4,0,0.0868,1.2,2.04,1617.6,0,38.2,0,0.012,40,0,1076,13,0,2.16,0.3176
299,lollipop,1,pieces,6,3774,0.018,0.18,2.28,0,0,0.3,0,0,0,0,0,23.64,0,0.18,0.0006
300,horseradish sauce,1,cups,314.78,12786.1,0.7334,279.4418,1907.5394,6962.9,135.7,466.8318,7843,17.0568,23417.4,1832.2,2749.2,495.8908,0,47.7533,1.3678
301,beef bouillon powder,1,cubes,3.6,601.6,0.036,2.16,936,574.9,0.36,16.056,0,0,155.5,0,0,7.668,0,1.836,0
302,goats cheese,1,oz,28.35,0,0.5387,39.69,130.1265,5250.4,13.041,7.371,0,0,4132,0,0,74.844,0,4.536,0.2608
303,bragg liquid aminos,1,tsp,2,0,0,0,320,500,0,0,0,0,0,0,0,0,0,0,0
304,digestive biscuits,1,biscuit,17,6765,0.1645,13.23,45.73,935.5,1.71,34.44,0,0,1865.6,25,378,83.65,0,4.41,0.161
305,hemp protein powder,3,tbsp,22.5,82.5,2.9023,34.11,171.125,16750.2,0,79.77,3.9,0.0275,324.7,0,220,87.365,0,45.13,1.2296
306,egg yolk,1,large,17,95.2,0.4641,21.93,8.16,2696.2,184.45,18.53,11.9,0,1623.7,0,0,54.74,0,0.85,0.391
307,frozen mixed berries,1,cups,141.75,8659.4,0.6948,26.4275,1.4175,1397.8,0,191.3825,0,41.5495,26.9,0,5554.8,64.72,0,21.125,0.4324
308,raisin,1,boxes,43,25451.7,0.8084,21.5,4.73,1320.1,0,322.07,0,0.989,24.9,0,1591,128.57,0,13.76,0.0946
309,blueberry jam,1,tbsp,20,9700,0.098,4,6.4,74,0,15.4,0,1.76,2,0,220,55.6,0,0.8,0.012
310,general tsos sauce,0.5,cups,125.6,34270.1,0.6491,16.8603,2561.5433,3431.5,0,169.2183,0,2.0898,55.6,0,443.9,207.2703,3406.8,29.4352,0.4472
311,orzo,1,oz,28.35,757,0.9356,5.9535,1.701,3696.8,0,63.2205,0,0,78.5,0,907.2,105.1785,0,15.0255,0.3997
312,orange zest,1,tbsp,6,0,0.048,9.66,0.18,90,0,12.72,0,8.16,1.4,0,636,5.82,0,1.32,0.015
313,bratwurst,1,link cooked,85,0,0.4505,23.8,719.1,11662,62.9,295.8,0,0,8498.3,0,0,283.05,0,17.85,2.7625
314,lasagna noodles,1,lasagna noodle (cooked),57,319.2,0.7296,3.99,0.57,3306,0,25.08,0,0,100.3,0,1026,90.06,0,10.26,0.2907
315,quinoa flour,1,cups,112,0,5.1184,52.64,5.6,15814.4,0,630.56,0,0,790.7,0,7840,412.16,0,220.64,3.472
316,oat milk,1,cups,241.2,19110.5,0.647,14.206,9.378,1972.5,0,54.68,0,0,166.5,0,1515,130.38,0,22.772,0.5686
317,milk chocolate chips,1,cups,168,86520,3.948,317.52,132.72,12852,38.64,624.96,0,0,31095.1,0,5712,898.8,0,105.84,3.864
318,tilapia,1,fillet,116,0,0.6496,11.6,60.32,23292.8,58,350.32,0,0,678.6,0,0,111.36,0,31.32,0.3828
319,miso paste,1,tbsp,17,1054,0.4233,9.69,633.76,2174.3,0,35.7,0,0,174.3,0,918,33.66,0,8.16,0.4352
320,pimento,1,tbsp,12,325.2,0.2016,0.72,1.68,132,0,18.96,0,10.188,5.4,0,228,2.76,0,0.72,0.0228
321,amaranth flour,1,cups,120,960,4.8,66,22.8,17592,0,445.2,0,0,1928.4,0,7800,484.8,0,172.8,3.84
322,veggie,1,cups,140.05,3659.9,0.6956,45.95,43.4565,2384.1,0,295.095,0,43.4721,84.2,0,4164,45.2975,0,20.485,0.3839
323,hamburger helper lasagna,1,cups,239.65,2412,2.8361,69.3531,822.6834,21765,56.3845,368.0871,853.2,0.245,4520.2,493.1,936,305.5258,0,33.7057,4.3386
324,lettuce,2,cups shredded,94,1118.6,0.9118,31.02,7.52,1156.2,0,232.18,0,3.76,36.7,0,1974,15.98,0,13.16,0.2162
325,tzatziki,2,tbsp,30,983.4,0.0925,25.112,55.0824,728.7,2.314,46.739,0,1.798,595.5,0,131.9,27.211,0,3.687,0.1292
326,tamarind,1,cups,120,46560,3.36,88.8,33.6,3360,0,753.6,0,4.2,326.4,0,6120,286.8,0,110.4,0.12
327,nonfat plain yogurt,1,containers,170,13056,0.153,338.3,130.9,9741,3.4,433.5,0,1.53,197.2,0,0,95.2,0,32.3,1.649
328,green onions,1,"medium (4-1/8"" long)",15,349.5,0.222,10.8,2.4,274.5,0,41.4,0,2.82,4.8,0,390,4.8,0,3,0.0585
329,sourdough toast,1,slices,59,2118.1,2.2833,27.73,424.8,7670,0,82.6,0,0.118,296.2,0,1829,188.21,0,18.29,0.6195
330,rice paper,1,medium paper,14.2,15.4,0.0448,1.322,0.056,761.6,0,9.728,0,0,49.4,0,307.2,46.848,0,4.494,0.1025
331,cranberry juice,6.75,floz,200,19600,0.16,38,12,540,0,152,0,63,4,0,200,90,0,10,0.1
332,sun dried tomatoes,1,pieces,2,751.8,0.1818,2.2,2.14,282.2,0,68.54,0,0.784,8.5,0,246,5.16,0,3.88,0.0398
333,spinach,1,cups,30,126,0.813,29.7,23.7,858,0,167.4,0,8.43,18.9,0,660,6.9,0,23.7,0.159
334,guinness,1,cans,441.7,0,0.0803,15.2453,15.2453,1660.4,0,97.455,0,0,0,0,0,155.2061,14076.8,22.4642,0.0361
335,provolone,1,oz,28.35,158.8,0.1474,214.326,248.346,7251.9,19.5615,39.123,0,0,4841.6,0,0,99.5085,0,7.938,0.9157
336,bonito,0.33,cups,3.5,0,0.0875,5.6,245.945,2198.7,5.32,51.03,0,0.1225,16.2,0,0,10.15,0,4.655,0.0557
337,licorice,1,pieces,11.25,4459.5,0.0574,0,32.2875,288,0,0,0,0,0,0,0,39.375,0,0,0
338,cajun seasoning,1,tbsp,12.12,195.1,0.3945,10.8524,3266.1851,462.6,0,50.6042,0,0.8755,51.6,0,829.6,11.2965,0,4.8282,0.1076
339,best foods mayonnaise,1,tbsp,13,0,0,0,90,0,5,0,0,0,1500,0,0,90,0,0,0
340,ground cumin,1,"tsp, whole",2.1,47.3,1.3936,19.551,3.528,374,0,37.548,0,0.1617,32.2,0,220.5,7.875,0,7.686,0.1008
341,rotel diced tomatoes and green chilies,1,cans,411,0,1.0686,82.2,1648.11,2835.9,0,439.77,0,25.482,45.2,0,0,61.65,0,45.21,0.5343
342,almond oil,1,tbsp,13.6,0,0,0,0,0,0,0,0,0,1115.2,0,0,120.224,0,0,0
343,hass avocados,1,"fruit, without skin and seed",136,408,0.8296,17.68,10.88,2665.6,0,689.52,0,11.968,2891.4,0,9248,227.12,0,39.44,0.9248
344,garlic sauce,1,tbsp,14,1182.3,0.126,1.6598,278.3798,547.3,0.0619,12.054,0,0.069,99.7,17.5,50.1,20.7059,310.6,2.1493,0.0262
345,muenster cheese,1,oz,28.35,317.5,0.1162,203.2695,178.038,6636.7,27.216,37.989,0,0,5418.5,0,0,104.328,0,7.6545,0.7966
346,kiwi,1,"fruit (2"" dia)",69,6203.1,0.2139,23.46,2.07,786.6,0,215.28,0,63.963,20,0,2070,42.09,0,11.73,0.0966
347,condensed cheddar cheese soup,1,cups,251,0,0.8032,288.65,1019.06,9462.7,47.69,341.36,0,1.255,9111.3,0,1004,230.92,0,20.08,0.6777
348,cornichons,1,cornichon,6,1096.2,0.015,3.66,27.42,34.8,0,6,0,0.042,4,0,60,5.46,0,0.42,0.0072
349,dried ancho chile,1,pepper,17,0,1.8581,10.37,7.31,2016.2,0,409.87,0,0.34,139.4,0,3672,47.77,0,19.21,0.2414
350,wieners,1,link,76,0,2.812,202.92,620.16,9735.6,50.16,200.64,0,1.52,6626.4,0,76,204.44,0,11.4,1.5884
351,canela,1,tsp,2.6,56.4,0.2163,26.052,0.26,103.7,0,11.206,0,0.0988,9,0,1380.6,6.422,0,1.56,0.0476
352,chicken breast tenders,1,pieces,37,88.8,0.2738,6.66,296,6985.6,17.02,119.88,0,0,1090,49.2,333,111.74,0,10.73,0.2516
353,yellow apple,1,medium,169,16967.6,0.2197,10.14,3.38,473.2,0,169,0,0,0,0,4056,96.33,0,8.45,0.0676
354,cereal,1,cups,28,1220.8,9.2876,112.28,139.16,3385.2,0,179.48,0,6.048,420,5.6,2632,105.28,0,31.92,4.6844
355,hazelnut,1,oz,28.35,1386.3,1.2417,34.8705,0,4261,0,214.0425,0,1.0773,1278.9,0,2664.9,183.141,0,49.0455,0.7088
356,walnut,1,pieces,120,3132,3.492,117.6,2.4,18276,0,529.2,0,1.56,7351.2,0,8040,784.8,0,189.6,3.708
357,praline,1,pieces,39,21758.1,0.5031,16.77,18.72,1287,0,84.63,0,0.117,867.4,0,1365,189.15,0,19.11,0.6513
358,angel hair,1,oz,28.5,761,0.9405,5.985,1.71,3716.4,0,63.555,0,0,79,0,912,105.735,0,15.105,0.4019
359,red pepper flakes,1,tsp,1.8,186.1,0.1404,2.664,0.54,216.2,0,36.252,0,1.3752,58.7,0,489.6,5.724,0,2.736,0.0446
360,ground bison,1,servings,85,0,2.618,11.05,62.05,20204.5,70.55,289.85,0,0,5491.9,0,0,202.3,0,18.7,4.369
361,lemon juiced,1,lemon yields,48,1209.6,0.0384,2.88,0.48,168,0,49.44,0,18.576,19.2,0,144,10.56,0,2.88,0.024
362,baked tortilla chips,1,oz,28.35,190,0.4536,45.0765,146.5695,3118.5,0,77.112,0,0.0567,241,0,1502.6,117.6525,0,27.4995,0.326
363,red currant,1,cups,112,8254.4,1.12,36.96,1.12,1568,0,308,0,45.92,19,0,4816,62.72,0,14.56,0.2576
364,beef shank,3,oz,85,0,3.281,27.2,54.4,28628,66.3,379.95,0,0,1946.5,0,0,170.85,0,25.5,8.9165
365,beef chuck,3,oz,85,0,1.802,11.05,68,18487.5,54.4,311.95,0,0,1581,196.4,0,108.8,0,17.85,4.6155
366,pie dough,1,pie crust (average weight),229,0,2.3358,22.9,936.61,6801.3,0,167.17,0,0,21974.8,0,4122,1019.05,0,18.32,0.458
367,wheat bread,1,slices,29,1713.9,1.0121,38.57,147.32,3108.8,0,51.33,0,0.058,225.3,7.5,1160,77.43,0,13.05,0.3451
368,grape leaves,1,leaves,4,0,0.1192,11.56,114.12,170.8,0,1.16,0,0.452,12.5,0,396,2.76,0,0.56,0.016
369,yukon gold potato,1,Potato medium,213,1746.6,1.7253,25.56,12.78,4366.5,0,905.25,0,41.961,53.3,0,4473,164.01,0,48.99,0.639
370,red curry paste,1,tbsp,15.9,425.8,0.7739,12.526,350.762,600.8,0,83.522,0,9.962,61.6,0,456,18.03,0,8.469,0.2026
371,low sodium vegetable broth,1,cups,236.97,1538.2,0.182,15.4336,150.1322,373.7,0,114.9003,0,3.344,10.6,0,314.7,15.7365,0,7.484,0.0909
372,soft drink,1,floz,370,36778,0.074,3.7,11.1,0,0,18.5,0,0,0,0,0,155.4,0,0,0.333
373,mung bean sprouts,1,cups,104,4295.2,0.9464,13.52,6.24,3161.6,0,154.96,0,13.728,47.8,0,1872,31.2,0,21.84,0.4264
374,portabella mushrooms,1,cups,86,2150,0.2666,2.58,7.74,1814.6,0,313.04,0,0,51.6,0,1118,18.92,0,0,0.4558
375,peppercorns,1,"tsp, ground",2.3,14.7,0.2233,10.189,0.46,239,0,30.567,0,0,32,0,581.9,5.773,0,3.933,0.0274
376,fresh ginger,1,tsp,2,34,0.012,0.32,0.26,36.4,0,8.3,0,0.1,4.1,0,40,1.6,0,0.86,0.0068
