#,cocktail_id,cocktail_name,is_alcoholic,serving_glass,cocktail_picture,cocktail_details,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line
175,11985,Quarter Deck Cocktail,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/qrwvps1478963017.jpg,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",rum,1.5,1 1/2 light rum,sherry,0.325747126,1/3 oz cream sherry,lime,0.5,juice of 1/2 lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,11987,Queen Bee,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/rvvpxu1478963194.jpg,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",coffee,0.119578059,1 oz coffee brandy,vodka,1.012142857,1 1/2 oz lime vodka,sherry,0.48862069,1/2 oz cream sherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,11989,Queen Charlotte,Alcoholic,Collins glass,https://www.thecocktaildb.com/images/media/drink/vqruyt1478963249.jpg,"Pour red wine and grenadine into a collins glass over ice cubes. Fill with lemon-lime soda, stir, and serve.",red wine,0.385578231,2 oz red wine,grenadine,1.417,1 oz grenadine,lemon lime soda,1,lemon lime soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,11993,Quentin,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/spxtqp1478963398.jpg,"In a shaker half-filled with ice cubes, combine the rum, Kahlua, and cream. Shake well. Strain into a cocktail glass and garnish with the nutmeg.",rum,1.012142857,1 1/2 oz dark rum,kahlua,0.407183908,1/2 oz kahlua,light cream,0.944666667,1 oz light cream,nutmeg,0.125,1/8 tsp grated nutmeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,15761,Quick-sand,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/vprxqv1478963533.jpg,"Simply add the orange juice, quite a quick pour in order to mix the sambucca with the orange juice. The juice MUST have fruit pulp!",anise liqueur,0.008804167,25 ml black sambuca,orange juice,0.016494553,add 250 ml orange juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,16984,Radioactive Long Island Iced Tea,Alcoholic,Collins Glass,https://www.thecocktaildb.com/images/media/drink/rdvqmh1503563512.jpg,Pour all ingredients over ice in a very tall glass. Sip cautiously.,rum,0.674761905,1 oz rum,vodka,0.674761905,1 oz vodka,tequila,0.674761905,1 oz tequila,gin,0.674761905,1 oz gin,triple sec,0.76802168,1 oz triple sec,raspberry liqueur,0.816714697,1 oz chambord raspberry liqueur,liqueur,0.572525253,1 oz midori melon liqueur,malibu rum,0.687030303,1 oz malibu rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,16031,Radler,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/xz8igv1504888995.jpg,"Pour beer into large mug, slowly add the 7-up (or Sprite).",beer,0.955280899,12 oz beer,7 up,0.924130435,12 oz 7 up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,17208,Rose,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/8kxbvq1504371462.jpg,"Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.",dry vermouth,0.480338983,1/2 oz dry vermouth,gin,0.674761905,1 oz gin,apricot,0.404857143,1/2 oz apricot brandy,lemon juice,0.5,1/2 tsp lemon juice,grenadine,0.335,1 tsp grenadine,powdered sugar,1,powdered sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,12055,Royal Fizz,Alcoholic,Collins glass,https://www.thecocktaildb.com/images/media/drink/wrh44j1504390609.jpg,Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve.,gin,0.674761905,1 oz gin,sweet and sour sauce,1.619428571,2 oz sweet and sour,egg,1,1 whole egg,coca cola,1,coca cola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,12057,Royal Gin Fizz,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/pe1x1c1504735672.jpg,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",gin,1.34952381,2 oz gin,lemon,0.5,juice of 1/2 lemon,powdered sugar,0.020833333,1 tsp powdered sugar,egg,1,1 whole egg,water,1,carbonated water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,12067,Rum Cobbler,Alcoholic,Old-fashioned glass,https://www.thecocktaildb.com/images/media/drink/5vh9ld1504390683.jpg,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the rum. Stir well. Garnish with the cherry and the orange and lemon slices.",sugar,1,1 tsp superfine sugar,club soda,0.358734177,3 oz club soda,lemon,1,1 lemon,rum,1.34952381,2 oz dark rum,maraschino cherry,1,1 maraschino cherry,orange,1,1 orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,12071,Rum Cooler,Alcoholic,Collins glass,https://www.thecocktaildb.com/images/media/drink/2hgwsb1504888674.jpg,Pour the rum and soda into a collins glass almost filled with ice cubes. Stir well and garnish with the lemon wedge.,rum,1.34952381,2 oz light or dark rum,lemon lime soda,0.307208672,4 oz lemon lime soda,lemon,1,1 lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,12087,Rum Milk Punch,Alcoholic,Collins glass,https://www.thecocktaildb.com/images/media/drink/w64lqm1504888810.jpg,Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.,rum,1.34952381,2 oz light rum,milk,1,1 cup milk,powdered sugar,0.020833333,1 tsp powdered sugar,nutmeg,1,nutmeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,12089,Rum Old-fashioned,Alcoholic,Old-fashioned glass,https://www.thecocktaildb.com/images/media/drink/otn2011504820649.jpg,"Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve.",rum,1.012142857,1 1/2 oz light rum,rum,0.001723435,1 tsp 151 proof rum,powdered sugar,0.010416667,1/2 tsp powdered sugar,bitters,1,1 dash bitters,water,0.020801688,1 tsp water,lime peel,1,twist of lime peel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,12091,Rum Screwdriver,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/4c85zq1511782093.jpg,"Pour rum into a highball glass over ice cubes. Add orange juice, stir, and serve.",rum,1.012142857,1 1/2 oz light rum,orange juice,0.569076305,5 oz orange juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,12093,Rum Sour,Alcoholic,Whiskey sour glass,https://www.thecocktaildb.com/images/media/drink/bylfi21504886323.jpg,"In a shaker half-filled with ice cubes, combine the rum, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",rum,1.34952381,2 oz light rum,lemon juice,5.668,1 oz lemon juice,sugar,0.5,1/2 tsp superfine sugar,orange,1,1 orange,maraschino cherry,1,1 maraschino cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,12097,Rum Toddy,Alcoholic,Old-fashioned glass,https://www.thecocktaildb.com/images/media/drink/athdk71504886286.jpg,Dissolve powdered sugar in water in an old-fashioned glass. Add rum and one ice cube and stir. Add the twist of lemon peel and serve.,rum,1.34952381,2 oz light or dark rum,powdered sugar,0.041666667,2 tsp powdered sugar,lemon peel,1,1 twist of lemon peel,water,0.041603376,2 tsp water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,17214,Russian Spring Punch,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/ctt20s1504373488.jpg,"Pour the ingredients into an highball glass, top with Sparkling wine.",vodka,0.008804167,2.5 cl vodka,creme de cassis,0.0052825,1.5 cl creme de cassis,sugar syrup,0.04226,1 cl sugar syrup,lemon juice,5.15572,2.5 cl lemon juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,12101,Rusty Nail,Alcoholic,Old-fashioned glass,https://www.thecocktaildb.com/images/media/drink/yqsvtw1478252982.jpg,Pour the Scotch and Drambuie into an old-fashioned glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,scotch,1.012142857,1 1/2 oz scotch,drambuie,0.337380952,1/2 oz drambuie,lemon peel,1,1 twist of lemon peel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,12107,Salty Dog,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/4vfge01504890216.jpg,"Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)",grapefruit juice,0.573684211,5 oz grapefruit juice,gin,1.012142857,1 1/2 oz gin,salt,1,1/4 tsp salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,12130,Scooter,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/twuptu1483388307.jpg,"Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.",brandy,0.674761905,1 oz brandy,amaretto liqueur,0.814367816,1 oz amaretto,light cream,0.944666667,1 oz light cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,12158,Scotch Sour,Alcoholic,Whiskey sour glass,https://www.thecocktaildb.com/images/media/drink/0dnb6k1504890436.jpg,"Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.",scotch,1.012142857,1 1/2 oz scotch,lime,0.5,juice of 1/2 lime,powdered sugar,0.010416667,1/2 tsp powdered sugar,lemon,0.5,1/2 slice lemon,cherry,1,1 cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,13625,Screaming Orgasm,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/x894cs1504388670.jpg,"Pour first vodka, then Bailey's, then Kahlua into a cocktail glass over crushed ice. Stir. Caution: use only high quality vodka. Cheap vodka can cause the Bailey's to curdle. Test your brand of vodka by mixing 1 Tsp each of vodka and Bailey's first.",vodka,0.674761905,1 oz vodka,baileys,1.5,1 1/2 oz bailey's irish cream,kahlua,0.407183908,1/2 oz kahlua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,12162,Screwdriver,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/8xnyke1504352207.jpg,Mix in a highball glass with ice. Garnish and serve.,vodka,1.34952381,2 oz vodka,orange juice,1,orange juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,13377,Sea breeze,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/7rfuks1504371562.jpg,Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,vodka,1.012142857,1 1/2 oz vodka,cranberry juice,0.5668,4 oz cranberry juice,grapefruit juice,0.114736842,1 oz grapefruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,12754,Sex on the Beach,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/twsvwr1469092365.jpg,Build all ingredients in a highball glass filled with ice. Garnish with orange slice.,vodka,0.674761905,1 oz vodka,schnapps,0.696200459,3/4 oz peach schnapps,cranberry juice,1,cranberry juice,grapefruit juice,1,grapefruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,12186,Shanghai Cocktail,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/ttyrxr1478820678.jpg,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",rum,0.674761905,1 oz jamaican light rum,anise liqueur,0.001735833,1 tsp anisette,grenadine,0.1675,1/2 tsp grenadine,lemon,0.25,juice of 1/4 lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,12188,Sherry Eggnog,Alcoholic,Collins glass,https://www.thecocktaildb.com/images/media/drink/xwrpsv1478820541.jpg,"Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.",sherry,1.954482759,2 oz cream sherry,powdered sugar,0.020833333,1 tsp powdered sugar,egg,1,1 whole egg,milk,1,milk,nutmeg,1,nutmeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,12190,Sherry Flip,Alcoholic,Nick and Nora Glass,https://www.thecocktaildb.com/images/media/drink/qrryvq1478820428.jpg,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,sherry,1.465862069,1 1/2 oz cream sherry,light cream,0.333333333,2 tsp light cream,powdered sugar,0.020833333,1 tsp powdered sugar,egg,1,1 whole egg,nutmeg,1,nutmeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,12196,Sidecar,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/stwxuq1439906852.jpg,Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.,cognac,1.34952381,2 oz cognac,cointreau,0.286262626,1/2 oz cointreau,lemon juice,5.668,1 oz lemon juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,12198,Sidecar Cocktail,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/ewjxui1504820428.jpg,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",brandy,0.674761905,1 oz brandy,triple sec,0.38401084,1/2 oz triple sec,lemon,0.25,juice of 1/4 lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,12214,Singapore Sling,Alcoholic,Hurricane glass,https://www.thecocktaildb.com/images/media/drink/tvtrrt1439906288.jpg,Pour all ingredients into cocktail shaker filled with ice cubes. Shake well. Strain into highball glass. Garnish with pineapple and cocktail cherry.,cherry,1.72804878,1/2 oz cherry brandy,grenadine,0.7085,1/2 oz grenadine,gin,0.674761905,1 oz gin,sweet and sour sauce,1.619428571,2 oz sweet and sour,water,1,carbonated water,cherry,1,cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,12224,Sloe Gin Cocktail,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/d7mo481504889531.jpg,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",gin,1.34952381,2 oz sloe gin,dry vermouth,0.041694915,1/4 tsp dry vermouth,bitters,1,1 dash orange bitters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,12256,Sol Y Sombra,Alcoholic,Brandy snifter,https://www.thecocktaildb.com/images/media/drink/3gz2vw1503425983.jpg,"Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)",brandy,1.012142857,1 1/2 oz brandy,anise liqueur,0.745789474,1 1/2 oz anisette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,15226,Space Odyssey,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/vxtjbx1504817842.jpg,Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.,rum,0.661904762,1 shot bacardi 151 proof rum,malibu rum,1,1 shot malibu rum,pineapple juice,1,1 shot pineapple juice,orange juice,1,orange juice,grenadine,1,grenadine,cherries,1,cherries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,17215,Spritz,Alcoholic,Old-Fashioned glass,https://www.thecocktaildb.com/images/media/drink/j9evx11504373665.jpg,"Build into glass over ice, garnish and serve.",prosecco,0.006339,6 cl prosecco,campari,0.014086667,4 cl campari,water,1,splash soda water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,17193,Stinger,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/2ahv791504352433.jpg,"Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.",brandy,1.012142857,1 1/2 oz brandy,creme de menthe,0.2834,1/2 oz white creme de menthe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,12308,Stone Sour,Alcoholic,Whiskey sour glass,https://www.thecocktaildb.com/images/media/drink/vruvtp1472719895.jpg,"Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.",apricot,0.809714286,1 oz apricot brandy,orange juice,0.113815261,1 oz orange juice,sweet and sour sauce,0.809714286,1 oz sweet and sour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,12316,Strawberry Daiquiri,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/deu59m1504736135.jpg,Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,strawberry,0.157444444,1/2 oz strawberry schnapps,rum,0.674761905,1 oz light rum,lime juice,0.644090909,1 oz lime juice,powdered sugar,0.020833333,1 tsp powdered sugar,strawberries,0.314888889,1 oz strawberries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,12322,Strawberry Margarita,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/tqyrpw1439905311.jpg,"Rub rim of cocktail glass with lemon juice and dip rim in salt. Shake schnapps, tequila, triple sec, lemon juice, and strawberries with ice, strain into the salt-rimmed glass, and serve.",strawberry,0.157444444,1/2 oz strawberry schnapps,tequila,0.674761905,1 oz tequila,triple sec,0.38401084,1/2 oz triple sec,lemon juice,5.668,1 oz lemon juice,strawberries,0.314888889,1 oz strawberries,salt,1,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,14029,'57 Chevy with a White License Plate,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/qyyvtu1468878544.jpg,1. Fill a rocks glass with ice 2.add white creme de cacao and vodka 3.stir,creme de cacao,0.771156463,1 oz white creme de cacao,vodka,0.674761905,1 oz vodka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,15346,155 Belmont,Alcoholic,White wine glass,https://www.thecocktaildb.com/images/media/drink/yqvvqs1475667388.jpg,Blend with ice. Serve in a wine glass. Garnish with carrot.,rum,0.661904762,1 shot dark rum,rum,1.323809524,2 shots light rum,vodka,1,1 shot vodka,orange juice,1,1 shot orange juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,16108,9 1/2 Weeks,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/xvwusr1472669302.jpg,Combine all ingredients in glass mixer. Chill and strain into Cocktail glass. Garnish with sliced strawberry.,vodka,1.34952381,2 oz absolut citron,orange,0.833529412,1/2 oz orange curacao,strawberry,1,1 splash strawberry liqueur,orange juice,0.113815261,1 oz orange juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,16943,A Gilligan's Island,Alcoholic,Collins glass,https://www.thecocktaildb.com/images/media/drink/wysqut1461867176.jpg,"Shaken, not stirred!",vodka,0.674761905,1 oz vodka,schnapps,0.928267278,1 oz peach schnapps,orange juice,0.341445783,3 oz orange juice,cranberry juice,0.4251,3 oz cranberry juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,17005,A True Amaretto Sour,Alcoholic,Old-fashioned glass,https://www.thecocktaildb.com/images/media/drink/rptuxy1472669372.jpg,"Rub the rim of an old fashioned glass with lemon, and dip repeatedly into granulated sugar until it has a good ""frosted"" rim. Shake a jigger of Amaretto with the juice of 1/2 a lemon. Strain into glass and add ice. Garnish with a Marachino Cherry.",amaretto liqueur,0.0234375,1 jigger amaretto,lemon,0.5,juice of 1/2 lemon,ice,1,ice,maraschino cherry,1,maraschino cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,14560,A.D.M. (After Dinner Mint),Alcoholic,Irish coffee cup,https://www.thecocktaildb.com/images/media/drink/ruxuvp1472669600.jpg,shake vigorously,creme de menthe,0.2834,1/2 oz white creme de menthe,southern comfort,0.506071429,3/4 oz southern comfort,vodka,0.337380952,1/2 oz vodka,chocolate,1,fill with hot chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,17222,A1,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/2x8thr1504816928.jpg,"Pour all ingredients into a cocktail shaker, mix and serve over ice into a chilled glass.",gin,1.158333333,1 3/4 shot gin,orange liqueur,1,1 shot grand marnier,lemon juice,0.25,1/4 shot lemon juice,grenadine,0.125,1/8 shot grenadine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,17223,Abbey Martini,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/2mcozt1504817403.jpg,"Put all ingredients into a shaker and mix, then strain contents into a chilled cocktail glass.",gin,1.323809524,2 shots gin,vermouth,3.491525424,1 shot sweet vermouth,orange juice,1,1 shot orange juice,bitters,3,3 dashes angostura bitters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,14107,Absolut Summertime,Alcoholic,Collins glass,https://www.thecocktaildb.com/images/media/drink/trpxxs1472669662.jpg,Add all ingredients except lemon to shaker filled with ice. Cover and shake vigorously. Strain contents into ice filled collins glass. Garnish with lemon.,vodka,1.012142857,1 1/2 oz absolut citron,sweet and sour sauce,0.607285714,3/4 oz sweet and sour,sprite,0.041498272,1/2 oz sprite,water,0.358734177,3 oz soda water,lemon,1,1 slice lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
